row_id,company,country,product,product_normalized,fuel_family,region,effective_datetime,year,month,day,price_local_per_litre,currency,unit,delta_local_per_litre,has_delta,is_e10,is_e5,is_diesel,price_band,source_name,source_url,extraction_method
807,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-02-22T00:00:00Z,2024,2,22,2.15,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
808,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-02-29T00:00:00Z,2024,2,29,2.15,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
809,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-03-07T00:00:00Z,2024,3,7,2.15,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
810,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-03-14T00:00:00Z,2024,3,14,2.15,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
811,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-03-21T00:00:00Z,2024,3,21,2.15,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
812,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-03-28T00:00:00Z,2024,3,28,2.15,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
813,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-04-04T00:00:00Z,2024,4,4,2.15,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
814,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-04-11T00:00:00Z,2024,4,11,2.15,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
815,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-04-18T00:00:00Z,2024,4,18,2.15,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
816,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-04-25T00:00:00Z,2024,4,25,2.15,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
817,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-05-02T00:00:00Z,2024,5,2,2.15,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
818,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-05-09T00:00:00Z,2024,5,9,2.15,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
819,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-05-16T00:00:00Z,2024,5,16,2.15,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
820,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-05-23T00:00:00Z,2024,5,23,2.15,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
821,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-05-30T00:00:00Z,2024,5,30,2.15,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
822,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-06-06T00:00:00Z,2024,6,6,2.15,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
823,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-06-10T00:00:00Z,2024,6,10,3.35,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
824,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-06-13T00:00:00Z,2024,6,13,3.35,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
825,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-06-20T00:00:00Z,2024,6,20,3.35,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
826,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-06-27T00:00:00Z,2024,6,27,3.35,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
827,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-07-04T00:00:00Z,2024,7,4,3.35,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
828,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-07-11T00:00:00Z,2024,7,11,3.35,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
829,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-07-18T00:00:00Z,2024,7,18,3.35,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
830,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-07-25T00:00:00Z,2024,7,25,3.35,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
831,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-08-01T00:00:00Z,2024,8,1,3.35,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
832,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-08-08T00:00:00Z,2024,8,8,3.3,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
833,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-08-15T00:00:00Z,2024,8,15,3.25,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
834,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-08-22T00:00:00Z,2024,8,22,3.23,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
835,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-08-29T00:00:00Z,2024,8,29,3.18,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
836,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-09-05T00:00:00Z,2024,9,5,3.16,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
837,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-09-12T00:00:00Z,2024,9,12,3.01,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
838,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-09-19T00:00:00Z,2024,9,19,2.95,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
839,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-09-26T00:00:00Z,2024,9,26,2.95,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
840,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-10-03T00:00:00Z,2024,10,3,2.95,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
841,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-10-10T00:00:00Z,2024,10,10,2.95,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
842,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-10-17T00:00:00Z,2024,10,17,2.95,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
843,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-10-24T00:00:00Z,2024,10,24,2.95,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
844,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-10-31T00:00:00Z,2024,10,31,2.95,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
845,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-11-07T00:00:00Z,2024,11,7,2.95,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
846,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-11-14T00:00:00Z,2024,11,14,2.95,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
847,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-11-21T00:00:00Z,2024,11,21,2.95,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
848,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-11-28T00:00:00Z,2024,11,28,2.95,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
849,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-12-05T00:00:00Z,2024,12,5,2.95,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
850,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-12-12T00:00:00Z,2024,12,12,2.95,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
851,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-12-19T00:00:00Z,2024,12,19,2.95,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
852,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2024-12-26T00:00:00Z,2024,12,26,2.95,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
853,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-01-02T00:00:00Z,2025,1,2,2.98,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
854,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-01-09T00:00:00Z,2025,1,9,3.03,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
855,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-01-16T00:00:00Z,2025,1,16,3.08,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
856,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-01-23T00:00:00Z,2025,1,23,3.13,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
857,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-01-30T00:00:00Z,2025,1,30,3.18,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
858,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-02-06T00:00:00Z,2025,2,6,3.18,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
859,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-02-13T00:00:00Z,2025,2,13,3.18,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
860,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-02-20T00:00:00Z,2025,2,20,3.18,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
861,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-02-27T00:00:00Z,2025,2,27,3.18,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
862,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-03-06T00:00:00Z,2025,3,6,3.13,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
863,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-03-13T00:00:00Z,2025,3,13,3.06,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
864,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-03-20T00:00:00Z,2025,3,20,3.03,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
865,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-03-27T00:00:00Z,2025,3,27,3.03,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
866,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-04-03T00:00:00Z,2025,4,3,3.03,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
867,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-04-10T00:00:00Z,2025,4,10,2.98,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
868,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-04-17T00:00:00Z,2025,4,17,2.88,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
869,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-04-24T00:00:00Z,2025,4,24,2.88,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
870,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-05-01T00:00:00Z,2025,5,1,2.88,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
871,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-05-08T00:00:00Z,2025,5,8,2.8,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
872,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-05-15T00:00:00Z,2025,5,15,2.77,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
873,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-05-22T00:00:00Z,2025,5,22,2.8,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
874,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-05-29T00:00:00Z,2025,5,29,2.77,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
875,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-06-05T00:00:00Z,2025,6,5,2.74,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
876,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-06-12T00:00:00Z,2025,6,12,2.74,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
877,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-06-19T00:00:00Z,2025,6,19,2.81,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
878,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-06-26T00:00:00Z,2025,6,26,2.88,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
879,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-07-03T00:00:00Z,2025,7,3,2.85,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
880,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-07-10T00:00:00Z,2025,7,10,2.88,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
881,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-07-17T00:00:00Z,2025,7,17,2.91,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
882,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-07-24T00:00:00Z,2025,7,24,2.91,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
883,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-07-31T00:00:00Z,2025,7,31,2.91,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
884,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-08-07T00:00:00Z,2025,8,7,2.94,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
885,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-08-14T00:00:00Z,2025,8,14,2.9,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
886,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-08-21T00:00:00Z,2025,8,21,2.85,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
887,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-08-28T00:00:00Z,2025,8,28,2.88,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
888,Government of Malaysia,Malaysia,Diesel Peninsular Malaysia,diesel peninsular malaysia,Diesel,Peninsular Malaysia,2025-09-04T00:00:00Z,2025,9,4,2.88,MYR,MYR/litre,NA,FALSE,FALSE,FALSE,TRUE,international,Malaysia Open Data fuel prices,https://storage.data.gov.my/commodities/fuelprice.csv,public_csv_download
